date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:33:33	5110/5110	---MCZ	200	added ('OK')	text/css	etag:W/%2213f6-64513e5b39fe8%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-social-icons.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:33	7025/7025	---MCZ	200	added ('OK')	text/css	etag:W/%221b71-64513e5b37108%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:33	214/214	---MCZ	200	added ('OK')	text/css	etag:W/%22d6-64513e5b39c00%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-image.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:34	26859/26859	---MCZ	200	added ('OK')	text/css	etag:W/%2268eb-63021479d28c6%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.26.3	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min7ac2.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:34	560/560	---MCZ	200	added ('OK')	text/css	etag:W/%22230-64513e5b39818%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-heading.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:34	6798/6798	---MCZ	200	added ('OK')	text/css	etag:W/%221a8e-63021479d24de%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.26.3	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/css/widget-form.min7ac2.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:35	137/137	---MCZ	200	added ('OK')	text/css	etag:W/%2289-64513e5b5bee0%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:35	11256/11256	---MCZ	200	added ('OK')	text/css	etag:W/%222bf8-61d4bc94d9c0c%22	https://shine.creativemox.com/petrolis/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:35	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%22105a-61d4bc94d9ff4%22	https://shine.creativemox.com/petrolis/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/mediaelement/wp-mediaelement.mind4d0.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:35	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%224057-64513e5b65350%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:36	5486/5486	---MCZ	200	added ('OK')	text/css	etag:W/%22156e-64513e5b374f0%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:36	5806/5806	---MCZ	200	added ('OK')	text/css	etag:W/%2216ae-64513e5b39818%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-icon-box.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:36	130/130	---MCZ	200	added ('OK')	text/css	etag:W/%2282-64513e5b5bee0%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:36	139/139	---MCZ	200	added ('OK')	text/css	etag:W/%228b-64513e5b5bee0%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:37	77/77	---MCZ	200	added ('OK')	text/css	etag:W/%224d-64513e5b5bee0%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:37	1243/1243	---MCZ	200	added ('OK')	text/css	etag:W/%224db-64513e5b3a3d0%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-video.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:37	753/753	---MCZ	200	added ('OK')	text/css	etag:W/%222f1-64513e5b39430%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-counter.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-counter.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:38	1310/1310	---MCZ	200	added ('OK')	text/css	etag:W/%2251e-64513e5b39fe8%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-rating.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/css/widget-rating.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:38	106/106	---MCZ	200	added ('OK')	text/css	etag:W/%226a-64513e5b5c6b0%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:38	8981/8981	---MCZ	200	added ('OK')	text/css	etag:W/%222315-63021479d2cae%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min.css?ver=3.26.3	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min7ac2.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:38	137/137	---MCZ	200	added ('OK')	text/css	etag:W/%2289-64513e5b5bee0%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min4bf6.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:39	150722/150722	---MCZ	200	added ('OK')	text/css	etag:W/%2224cc2-6451b50134ae0%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-641.css?ver=1764833470	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-6414bf4.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:39	12173/12173	---MCZ	200	added ('OK')	text/css	etag:W/%222f8d-6451acad73548%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-24.css?ver=1764831234	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-24bc06.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:39	16390/16390	---MCZ	200	added ('OK')	text/css	etag:W/%224006-6451acad7f898%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-56.css?ver=1764831234	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/css/post-56bc06.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:40	466167/466167	---MCZ	200	added ('OK')	text/css	etag:W/%2271cf7-64513e5e15af5%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.7.6	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles87e3.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:41	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sun,%2004%20Jan%202026%2015:33:19%20GMT	http://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/roboto.css?ver=1744865515	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/roboto.22df82.delayed	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:41	30347/30347	---MCZ	200	added ('OK')	text/css	etag:W/%22768b-64513e5e1570d%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.7.6	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive87e3.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:42	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sun,%2004%20Jan%202026%2015:33:20%20GMT	http://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/inter.css?ver=1744865516	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/intere208.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:42	107406/107406	---MCZ	200	added ('OK')	text/css	etag:W/%221a38e-632f2293bf5e8%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/roboto.css?ver=1744865515	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/robotodf82.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:43	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sun,%2004%20Jan%202026%2015:33:20%20GMT	http://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/kanit.css?ver=1744865517	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/kanit1176.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:43	49833/49833	---MCZ	200	added ('OK')	text/css	etag:W/%22c2a9-632f22954ae0a%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/inter.css?ver=1744865516	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/intere208.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:43	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sun,%2004%20Jan%202026%2015:33:21%20GMT	http://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/dmsans.css?ver=1744865518	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/dmsans9586.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:43	30223/30223	---MCZ	200	added ('OK')	text/css	etag:W/%22760f-632f229627d33%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/kanit.css?ver=1744865517	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/kanit1176.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:43	17199/17199	---MCZ	200	added ('OK')	text/css	etag:W/%22432f-632f2296c54bb%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/dmsans.css?ver=1744865518	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/elementor/google-fonts/css/dmsans9586.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:44	82586/82586	---MCZ	200	added ('OK')	text/css	etag:W/%221429a-64513e5e0e1dd%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.7.6	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons87e3.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:44	245210/245210	---MCZ	200	added ('OK')	text/css	etag:W/%223bdda-639fab489d9a9%22	https://shine.creativemox.com/petrolis/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/materialdesignicons.min.css?ver=1.1.0	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/materialdesignicons.minf488.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:45	12958/12958	---MCZ	200	added ('OK')	text/css	etag:W/%22329e-639fab489d9a9%22	https://shine.creativemox.com/petrolis/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/simple-line-icons.css?ver=1.1.0	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/simple-line-iconsf488.css	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:45	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215601-61d4bc94dbf34%22	https://shine.creativemox.com/petrolis/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/jquery/jquery.minf43b.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:45	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%223509-61d4bc94da3dc%22	https://shine.creativemox.com/petrolis/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:45	161/161	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a1-61e9b4b5b8b7a%22	https://shine.creativemox.com/petrolis/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public.js?ver=1.0.23	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public982a.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:46	44528/44528	---M--	200	added ('OK')	image/png	etag:%22adf0-6228c531eed95%22	https://shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/map_1.png	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/uploads/sites/25/2024/09/map_1.png	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:46	1936/1936	---MCZ	200	added ('OK')	application/javascript	etag:W/%22790-62f074a20d156%22	https://shine.creativemox.com/petrolis/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.3.0	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/themes/hello-elementor/assets/js/hello-frontend.min9b70.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:47	5667/5667	---MCZ	200	added ('OK')	application/javascript	etag:W/%221623-64513e5b5b328%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/js/webpack.runtime.min4bf6.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:47	79196/79196	---MCZ	200	added ('OK')	application/javascript	etag:W/%221355c-64513e5b50360%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/js/frontend-modules.min4bf6.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:48	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%2253d8-632ec3a74ebcb%22	https://shine.creativemox.com/petrolis/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/jquery/ui/core.minb37e.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:48	31880/31880	---MCZ	200	added ('OK')	application/javascript	etag:W/%227c88-64513e5b4ff78%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.33.2	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/js/frontend.min4bf6.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:49	24109/24109	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2d-63021479d1156%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min1576.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:49	158005/158005	---MCZ	200	added ('OK')	application/javascript	etag:W/%2226935-61d4bc94d9824%22	https://shine.creativemox.com/petrolis/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:50	1191/1191	---MCZ	200	added ('OK')	application/javascript	etag:W/%224a7-61d4bc94d9ff4%22	https://shine.creativemox.com/petrolis/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.9	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/mediaelement/mediaelement-migrate.mind4d0.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:50	1107/1107	---MCZ	200	added ('OK')	application/javascript	etag:W/%22453-61d4bc94d9c0c%22	https://shine.creativemox.com/petrolis/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.9	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/mediaelement/wp-mediaelement.mind4d0.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:51	143709/143709	---MCZ	200	added ('OK')	application/javascript	etag:W/%222315d-64513e5b65350%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:51	1801/1801	---MCZ	200	added ('OK')	application/javascript	etag:W/%22709-64513e5b64f68%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:51	40/40	---MCZ	200	added ('OK')	application/javascript	etag:W/%2228-64513e5e0c29d%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=3.7.6	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script87e3.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:52	137522/137522	---MCZ	200	added ('OK')	application/javascript	etag:W/%2221932-64513e5e1958d%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=3.7.6	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts87e3.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:53	22386/22386	---MCZ	200	added ('OK')	application/javascript	etag:W/%225772-64513e606f012%22	https://shine.creativemox.com/petrolis/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min.js?ver=3.22.3	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.mindcff.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:53	6263/6263	---MCZ	200	added ('OK')	application/javascript	etag:W/%221877-63021479d923e%22	https://shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.26.3	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min7ac2.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
16:33:53	5661/5661	---MCZ	200	added ('OK')	application/javascript	etag:W/%22161d-64513e5757da0%22	https://shine.creativemox.com/petrolis/wp-includes/js/dist/hooks.min.js?ver=dd5603f07f9220ed27f1	C:/My%20Web%20Sites/walfa/shine.creativemox.com/petrolis/wp-includes/js/dist/hooks.minaf5f.js	(from https://shine.creativemox.com/petrolis/template-kit/homepage-2/)
